name,meal_type,diet_type,calories,protein,fats,carbs,fiber,sugar,iron,sodium,cholesterol,recipe_link
Asian Turkey Lettuce Wraps With Dipping Sauce,snack,"gluten free, dairy free",116.53,18.76,1.56,6.3,0.73,3.86,0.79,248.81,41.58,https://spoonacular.com/recipes/Asian-Turkey-Lettuce-Wraps-With-Dipping-Sauce-632897
Vegetable & Cornmeal Fritters,snack,"gluten free, dairy free, lacto ovo vegetarian",118.9,3.49,6.07,13.22,2.54,2.78,0.94,295.9,46.77,https://spoonacular.com/recipes/Vegetable-&-Cornmeal-Fritters-664512
Creamy Potato and Leek Soup,snack,"gluten free, lacto ovo vegetarian",315.0,8.92,12.18,44.44,5.11,7.92,2.48,1194.61,26.21,https://spoonacular.com/recipes/Creamy-Potato-and-Leek-Soup-640680
Blushing Pink Bowtie Salad,snack,unknown,330.56,8.51,11.09,49.72,4.07,24.62,1.33,163.92,11.46,https://spoonacular.com/recipes/Blushing-Pink-Bowtie-Salad-635565
Southwest Egg Rolls with Cilantro Lime Pesto,snack,dairy free,192.41,2.55,14.79,13.92,1.4,1.11,0.81,269.86,1.17,https://spoonacular.com/recipes/Southwest-Egg-Rolls-with-Cilantro-Lime-Pesto-660707
Chestnut and Wild Mushroom Soup With Parmesan Cream and Pears,snack,"gluten free, primal",415.58,10.54,32.57,20.48,2.26,7.55,1.99,522.53,76.2,https://spoonacular.com/recipes/Chestnut-and-Wild-Mushroom-Soup-With-Parmesan-Cream-and-Pears-637798
Potato Soup With Peppers and Olives,snack,"gluten free, dairy free, lacto ovo vegetarian, whole 30, vegan",205.13,1.88,15.98,15.04,2.59,0.71,1.18,487.49,0.0,https://spoonacular.com/recipes/Potato-Soup-With-Peppers-and-Olives-657000
Vegetable-Bean Chili,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",58.07,2.98,0.53,11.83,3.36,3.02,1.19,442.78,0.0,https://spoonacular.com/recipes/Vegetable-Bean-Chili-664625
Cranberry Pumpkin Spice Energy Bites,snack,"gluten free, dairy free, lacto ovo vegetarian",122.91,3.16,6.33,15.44,2.73,9.63,0.91,2.86,0.0,https://spoonacular.com/recipes/Cranberry-Pumpkin-Spice-Energy-Bites-640405
Light Meal - Creamy Mushroom Soup,snack,lacto ovo vegetarian,341.25,10.14,9.0,55.6,3.6,3.99,3.44,708.43,25.86,https://spoonacular.com/recipes/Light-Meal---Creamy-Mushroom-Soup-650023
Zucchini & Basil Frittata,snack,"gluten free, lacto ovo vegetarian, ketogenic",209.26,11.9,15.72,6.15,1.78,3.94,1.6,780.33,182.51,https://spoonacular.com/recipes/Zucchini-&-Basil-Frittata-665691
Mushroom Risotto,snack,gluten free,325.75,7.48,9.09,48.25,2.32,4.95,2.83,1661.29,4.25,https://spoonacular.com/recipes/Mushroom-Risotto-652686
Baked Lemon~Lime Chicken Wings,snack,"gluten free, dairy free",725.48,34.41,43.22,45.4,0.27,42.99,2.18,452.93,142.63,https://spoonacular.com/recipes/Baked-Lemon~Lime-Chicken-Wings-633668
Orange Miso Eggplant,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",307.61,9.24,11.22,48.21,6.22,18.5,3.07,2394.36,0.0,https://spoonacular.com/recipes/Orange-Miso-Eggplant-653918
Buffalo Chicken Dip - Enough Said,snack,"gluten free, ketogenic",741.07,32.4,64.48,8.15,0.0,5.35,1.21,2209.65,224.37,https://spoonacular.com/recipes/Buffalo-Chicken-Dip---Enough-Said-1697759
Avocado Chicken Parmigiana,snack,unknown,298.3,11.06,18.74,21.54,2.12,1.86,1.75,270.48,39.45,https://spoonacular.com/recipes/Avocado-Chicken-Parmigiana-633133
Easy Creamy Zucchini Soup,snack,"gluten free, lacto ovo vegetarian",150.7,4.49,2.88,28.62,4.55,5.33,1.55,231.49,6.11,https://spoonacular.com/recipes/Easy-Creamy-Zucchini-Soup-1095884
Clean Eating Blueberry Zucchini Pancakes,snack,unknown,148.31,6.4,2.11,27.8,3.29,8.25,1.67,470.89,31.83,https://spoonacular.com/recipes/Clean-Eating-Blueberry-Zucchini-Pancakes-982372
Deviled Eggs With Crab,snack,"gluten free, pescatarian, ketogenic",120.41,10.06,8.05,1.29,0.0,0.88,0.8,266.31,197.78,https://spoonacular.com/recipes/Deviled-Eggs-With-Crab-641461
Golden Potato and Caramelized Onion Flat Bread Pizza,snack,"dairy free, lacto ovo vegetarian, vegan",328.49,6.13,14.61,43.81,3.7,1.66,1.57,997.4,0.0,https://spoonacular.com/recipes/Golden-Potato-and-Caramelized-Onion-Flat-Bread-Pizza-645020
Black Velvet - Adapted From Paula Deen,snack,unknown,313.69,10.58,10.17,49.27,6.43,8.33,4.31,700.1,58.96,https://spoonacular.com/recipes/Black-Velvet---Adapted-From-Paula-Deen-635164
Tuna Sandwich Savory Cake (Swedish Smörgåstårta),snack,pescatarian,203.74,9.32,11.07,17.12,1.83,3.69,1.88,459.75,41.78,https://spoonacular.com/recipes/Tuna-Sandwich-Savory-Cake-(Swedish-Smörgåstårta)-1095945
Grilled Masala Prawns With Pineapple-Mint Raita,snack,"gluten free, lacto ovo vegetarian",206.39,2.92,16.08,14.79,3.45,10.38,1.17,710.05,6.5,https://spoonacular.com/recipes/Grilled-Masala-Prawns-With-Pineapple-Mint-Raita-645769
Baked Brie with Sweet Red Pepper Jam,snack,"gluten free, lacto ovo vegetarian",228.81,8.67,14.25,17.3,1.07,16.15,0.69,434.92,37.67,https://spoonacular.com/recipes/Baked-Brie-with-Sweet-Red-Pepper-Jam-693640
"Sweet Potato Kimchi Hash Brunch - gluten free, dairy free, vegetarian",snack,"gluten free, dairy free, lacto ovo vegetarian",279.84,8.83,11.41,37.07,5.76,9.55,2.59,1065.9,163.68,"https://spoonacular.com/recipes/Sweet-Potato-Kimchi-Hash-Brunch---gluten-free,-dairy-free,-vegetarian-662584"
Chicken 65,snack,gluten free,120.9,18.92,2.78,4.44,0.54,0.79,0.68,700.66,55.07,https://spoonacular.com/recipes/Chicken-65-637876
Easy Eggplant Curry,snack,"gluten free, dairy free, lacto ovo vegetarian, whole 30, vegan",139.06,3.27,7.62,17.89,6.87,9.17,1.84,483.44,0.0,https://spoonacular.com/recipes/Easy-Eggplant-Curry-641958
Chicken Lettuce Wraps,snack,"gluten free, dairy free, paleolithic, primal, whole 30, ketogenic",339.43,23.64,24.51,6.68,0.77,1.17,1.42,420.56,109.71,https://spoonacular.com/recipes/Chicken-Lettuce-Wraps-1096273
Arugula Citrus Salad with Chia Seed Apple Cider Vinaigrette,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal",759.62,2.91,74.43,23.76,5.22,15.39,1.52,647.58,0.0,https://spoonacular.com/recipes/Arugula-Citrus-Salad-with-Chia-Seed-Apple-Cider-Vinaigrette-1697681
Potato and Leek Soup – Potage Parmentier,snack,"gluten free, lacto ovo vegetarian",351.56,8.11,19.09,38.98,4.26,7.19,3.26,827.16,51.84,https://spoonacular.com/recipes/Potato-and-Leek-Soup-–-Potage-Parmentier-1697549
Basic Hummus,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",39.56,1.61,2.03,4.16,1.27,0.04,0.41,77.5,0.0,https://spoonacular.com/recipes/Basic-Hummus-634389
Kosambri (Carrot Salad),snack,"gluten free, dairy free, lacto ovo vegetarian, whole 30, vegan",63.3,2.27,1.99,10.21,2.16,2.92,0.49,250.4,0.0,https://spoonacular.com/recipes/Kosambri-(Carrot-Salad)-649082
Corn Salsa,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",169.03,4.42,1.74,38.25,3.35,22.57,0.91,53.66,0.0,https://spoonacular.com/recipes/Corn-Salsa-640104
Fiesta Rice Salad with Honey Lime Dressing,snack,"gluten free, dairy free, lacto ovo vegetarian",153.96,3.46,0.69,35.12,2.14,9.87,0.77,176.5,0.0,https://spoonacular.com/recipes/Fiesta-Rice-Salad-with-Honey-Lime-Dressing-1098346
Grilled Marinated Vegetables,snack,"gluten free, dairy free, lacto ovo vegetarian, fodmap friendly, vegan",615.51,2.4,45.29,32.81,6.77,8.97,5.64,6986.05,0.0,https://spoonacular.com/recipes/Grilled-Marinated-Vegetables-645765
Green Bean Casserole from Scratch,snack,lacto ovo vegetarian,205.51,6.03,10.36,22.91,3.43,6.53,1.84,512.73,9.51,https://spoonacular.com/recipes/Green-Bean-Casserole-from-Scratch-645403
Phyllo Dough Baked Spring Rolls,snack,"dairy free, pescatarian",92.13,3.87,1.79,15.08,1.13,1.19,1.09,391.42,7.45,https://spoonacular.com/recipes/Phyllo-Dough-Baked-Spring-Rolls-655903
Hungarian Potato Soup,snack,gluten free,302.09,10.92,12.02,38.64,5.0,4.92,2.46,2452.4,186.3,https://spoonacular.com/recipes/Hungarian-Potato-Soup-647661
Roasted Beet Hummus,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",195.79,2.86,17.69,7.91,2.05,2.02,1.1,211.05,0.0,https://spoonacular.com/recipes/Roasted-Beet-Hummus-658503
Baked Ziti Casserole,snack,unknown,234.92,10.65,10.91,25.15,4.3,6.62,1.28,436.49,25.38,https://spoonacular.com/recipes/Baked-Ziti-Casserole-633883
Dried Prawns Yee Mee Soup,snack,"dairy free, pescatarian",342.76,10.0,16.41,40.03,3.16,6.82,11.3,529.12,23.92,https://spoonacular.com/recipes/Dried-Prawns-Yee-Mee-Soup-641653
Chocolate Souffle,snack,unknown,503.35,9.98,30.54,47.12,4.61,35.82,4.05,106.46,141.68,https://spoonacular.com/recipes/Chocolate-Souffle-67308
Spinach & Ham Quiche,snack,unknown,304.63,10.0,20.2,20.84,1.07,1.04,1.96,378.7,96.34,https://spoonacular.com/recipes/Spinach-&-Ham-Quiche-661249
"Ham, Potato and Cabbage Soup",snack,"gluten free, dairy free, whole 30",207.97,7.59,11.18,20.58,3.4,4.95,1.25,1103.62,18.5,"https://spoonacular.com/recipes/Ham,-Potato-and-Cabbage-Soup-646228"
Roasted Tomato Crostini with Olive Tapenade,snack,unknown,352.08,13.71,26.63,15.51,1.83,2.38,1.44,1252.06,20.4,https://spoonacular.com/recipes/Roasted-Tomato-Crostini-with-Olive-Tapenade-658682
Kale and Bean Winter Soup,snack,gluten free,116.72,4.03,4.73,16.63,4.54,7.93,1.22,1236.29,10.96,https://spoonacular.com/recipes/Kale-and-Bean-Winter-Soup-648712
Cream of mushroom soup with smoked paprika and brown rice,snack,"gluten free, lacto ovo vegetarian",211.93,6.26,11.2,24.59,2.91,4.59,1.43,752.25,30.14,https://spoonacular.com/recipes/Cream-of-mushroom-soup-with-smoked-paprika-and-brown-rice-640543
Creamy Creole Crab Pots,snack,pescatarian,169.23,8.06,9.46,12.53,0.81,1.27,1.09,569.43,35.23,https://spoonacular.com/recipes/Creamy-Creole-Crab-Pots-640632
Bacon Ranch Dip,snack,gluten free,989.01,36.94,72.31,43.38,0.0,7.92,0.25,5967.97,251.08,https://spoonacular.com/recipes/Bacon-Ranch-Dip-646858
Classic Wedge Salad,snack,gluten free,449.61,10.68,42.15,7.46,1.56,5.05,0.81,719.88,47.13,https://spoonacular.com/recipes/Classic-Wedge-Salad-639646
Coconut Thai Risotto With Seared Scallops,snack,"gluten free, dairy free, pescatarian",318.09,9.0,16.44,35.65,2.99,4.15,3.05,1200.84,9.16,https://spoonacular.com/recipes/Coconut-Thai-Risotto-With-Seared-Scallops-639825
Savory Carrot Souffle,snack,unknown,331.68,11.99,22.63,20.7,2.16,5.43,1.36,829.95,119.89,https://spoonacular.com/recipes/Savory-Carrot-Souffle-659459
Hummus Soup,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",54.04,2.0,2.75,6.17,1.88,0.33,0.8,290.07,0.0,https://spoonacular.com/recipes/Hummus-Soup-647631
Easy Ham & Pineapple Appetizer,snack,"gluten free, dairy free",257.84,18.57,14.31,13.29,0.47,12.52,0.9,1045.82,52.73,https://spoonacular.com/recipes/Easy-Ham-&-Pineapple-Appetizer-1095932
Salmon and Brown Rice Eggrolls,snack,"dairy free, pescatarian",175.28,6.22,3.7,28.83,1.42,0.53,1.31,358.06,8.26,https://spoonacular.com/recipes/Salmon-and-Brown-Rice-Eggrolls-659038
Kickin’ Vegan Quesadillas,snack,"gluten free, lacto ovo vegetarian",136.93,7.01,7.66,10.09,1.39,1.94,0.96,333.79,18.69,https://spoonacular.com/recipes/Kickin’-Vegan-Quesadillas-648875
Asian Orange Noodle Salad,snack,dairy free,27.06,1.52,1.23,2.9,0.3,0.93,0.37,34.46,2.11,https://spoonacular.com/recipes/Asian-Orange-Noodle-Salad-632856
Penne with Goat Cheese and Basil,snack,lacto ovo vegetarian,151.21,5.51,4.77,21.22,0.94,0.85,0.63,230.39,4.35,https://spoonacular.com/recipes/Penne-with-Goat-Cheese-and-Basil-655589
Roasted Beets and Leeks Pasta Salad,snack,unknown,325.58,6.35,17.1,37.45,3.43,6.05,1.68,272.51,7.53,https://spoonacular.com/recipes/Roasted-Beets-and-Leeks-Pasta-Salad-658513
Spanakopita Cups,snack,lacto ovo vegetarian,167.28,3.71,11.23,13.15,0.94,0.27,1.19,211.44,35.85,https://spoonacular.com/recipes/Spanakopita-Cups-660842
Mad Men Oysters Rockefeller,snack,pescatarian,389.81,3.01,36.22,10.25,1.43,1.98,1.69,584.78,97.42,https://spoonacular.com/recipes/Mad-Men-Oysters-Rockefeller-650593
Beef Stroganoff w Bella Mushrooms,snack,unknown,341.24,9.16,17.15,39.51,2.57,7.1,1.61,726.83,76.75,https://spoonacular.com/recipes/Beef-Stroganoff-w-Bella-Mushrooms-634699
Oven-Roasted Tomato and Garlic Soup,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal",153.26,4.18,8.65,13.06,1.69,6.39,1.04,372.14,3.6,https://spoonacular.com/recipes/Oven-Roasted-Tomato-and-Garlic-Soup-654258
Cream of red cabbage soup,snack,"gluten free, lacto ovo vegetarian",188.57,2.71,6.87,19.73,3.69,10.73,1.62,285.94,17.41,https://spoonacular.com/recipes/Cream-of-red-cabbage-soup-640544
Nummy Noodle Soup,snack,dairy free,172.11,10.15,7.01,17.71,1.51,3.23,2.23,1956.93,0.0,https://spoonacular.com/recipes/Nummy-Noodle-Soup-653322
Leek and goat’s cheese quiche,snack,"gluten free, lacto ovo vegetarian",234.82,11.85,15.51,13.21,2.12,4.0,3.38,404.05,134.51,https://spoonacular.com/recipes/Leek-and-goat’s-cheese-quiche-1096190
Red Lentil Soup with Chicken and Turnips,dinner,"gluten free, dairy free",477.24,26.93,20.34,51.78,23.79,10.55,6.06,1335.78,29.75,https://spoonacular.com/recipes/Red-Lentil-Soup-with-Chicken-and-Turnips-715415
Slow Cooker Beef Stew,dinner,"gluten free, dairy free",433.82,44.24,11.63,40.53,11.92,3.49,12.29,1253.65,99.88,https://spoonacular.com/recipes/Slow-Cooker-Beef-Stew-715446
Red Kidney Bean Jambalaya,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",392.8,18.13,6.45,69.36,16.25,10.19,6.09,1111.47,0.0,https://spoonacular.com/recipes/Red-Kidney-Bean-Jambalaya-782601
Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries,dinner,"gluten free, dairy free, lacto ovo vegetarian",538.7,20.86,14.62,84.48,14.78,17.87,7.49,221.29,0.0,https://spoonacular.com/recipes/Quinoa-and-Chickpea-Salad-with-Sun-Dried-Tomatoes-and-Dried-Cherries-716004
Easy Homemade Rice and Beans,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",445.69,19.14,4.09,86.11,19.36,7.35,7.13,1058.31,0.0,https://spoonacular.com/recipes/Easy-Homemade-Rice-and-Beans-716627
Tuscan White Bean Soup with Olive Oil and Rosemary,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",242.41,16.13,1.29,43.37,10.66,2.23,7.15,206.16,0.0,https://spoonacular.com/recipes/Tuscan-White-Bean-Soup-with-Olive-Oil-and-Rosemary-664147
Slow Cooker: Pork and Garbanzo Beans,dinner,"gluten free, dairy free",586.78,65.78,14.04,48.51,14.09,8.63,6.77,914.69,142.88,https://spoonacular.com/recipes/Slow-Cooker:-Pork-and-Garbanzo-Beans-660306
Broccolini Quinoa Pilaf,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",625.07,19.85,30.69,71.66,9.56,6.45,5.58,971.81,0.0,https://spoonacular.com/recipes/Broccolini-Quinoa-Pilaf-715769
Butternut Squash Frittata,dinner,gluten free,462.09,23.89,3.99,96.03,16.56,23.67,8.22,336.24,7.42,https://spoonacular.com/recipes/Butternut-Squash-Frittata-636589
Herbivoracious' White Bean and Kale Soup,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",331.54,16.99,9.98,46.27,11.86,3.03,7.6,432.44,0.0,https://spoonacular.com/recipes/Herbivoracious'-White-Bean-and-Kale-Soup-646738
Tomato and lentil soup,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",340.11,18.31,8.08,50.72,22.52,7.6,7.03,377.99,0.0,https://spoonacular.com/recipes/Tomato-and-lentil-soup-663559
Cheesy Chicken Enchilada Quinoa Casserole,dinner,gluten free,594.1,34.23,23.79,68.04,17.73,14.56,5.59,1709.61,62.32,https://spoonacular.com/recipes/Cheesy-Chicken-Enchilada-Quinoa-Casserole-715421
Jade Buddha Salmon Tartare,dinner,"gluten free, dairy free, paleolithic, primal, pescatarian",382.32,34.26,24.91,5.13,1.24,0.95,1.82,271.27,93.55,https://spoonacular.com/recipes/Jade-Buddha-Salmon-Tartare-648320
Moroccan chickpea and lentil stew,dinner,"dairy free, lacto ovo vegetarian, vegan",465.29,20.02,7.26,82.4,15.55,5.03,5.65,758.7,0.0,https://spoonacular.com/recipes/Moroccan-chickpea-and-lentil-stew-652417
Caldo Verde - Portuguese Kale Soup,dinner,"gluten free, dairy free, whole 30",492.94,19.76,10.28,82.25,11.79,10.06,4.98,645.28,40.36,https://spoonacular.com/recipes/Caldo-Verde---Portuguese-Kale-Soup-636787
Easy Vegetable Beef Soup,dinner,dairy free,565.84,45.43,19.15,55.76,11.86,11.62,8.57,1904.11,100.4,https://spoonacular.com/recipes/Easy-Vegetable-Beef-Soup-715447
Mango Fried Rice,dinner,"gluten free, dairy free",486.24,15.96,4.03,95.36,4.94,4.39,2.17,404.1,7.74,https://spoonacular.com/recipes/Mango-Fried-Rice-716311
"Spicy Salad with Kidney Beans, Cheddar, and Nuts",dinner,"gluten free, lacto ovo vegetarian",719.45,26.74,49.33,51.2,17.91,4.84,6.78,351.63,30.0,"https://spoonacular.com/recipes/Spicy-Salad-with-Kidney-Beans,-Cheddar,-and-Nuts-157344"
"Stir Fried Quinoa, Brown Rice and Chicken Breast",dinner,gluten free,750.02,57.79,19.53,84.81,7.18,4.49,5.39,355.42,161.3,"https://spoonacular.com/recipes/Stir-Fried-Quinoa,-Brown-Rice-and-Chicken-Breast-716361"
"Greek-Style Baked Fish: Fresh, Simple, and Delicious",dinner,"gluten free, pescatarian",344.33,27.77,12.4,28.01,1.89,2.85,1.7,419.71,69.31,"https://spoonacular.com/recipes/Greek-Style-Baked-Fish:-Fresh,-Simple,-and-Delicious-716408"
Spinach Salad with Strawberry Vinaigrette,dinner,"gluten free, primal",321.81,22.03,12.73,29.95,6.47,18.33,4.4,341.17,55.14,https://spoonacular.com/recipes/Spinach-Salad-with-Strawberry-Vinaigrette-661340
Salmon with roasted vegetables,dinner,"gluten free, dairy free, whole 30, pescatarian",495.53,38.53,18.41,44.62,8.99,10.3,3.82,121.03,93.5,https://spoonacular.com/recipes/Salmon-with-roasted-vegetables-659135
Cod with Tomato-Olive-Chorizo Sauce and Mashed Potatoes,dinner,"gluten free, dairy free, whole 30",733.32,55.77,40.41,37.09,7.02,6.85,4.13,1554.36,143.0,https://spoonacular.com/recipes/Cod-with-Tomato-Olive-Chorizo-Sauce-and-Mashed-Potatoes-639851
Balsamic & Honey Glazed Salmon with Lemony Asparagus,dinner,"gluten free, dairy free, pescatarian",301.22,25.18,14.45,18.46,2.73,12.74,3.87,310.27,62.37,https://spoonacular.com/recipes/Balsamic-&-Honey-Glazed-Salmon-with-Lemony-Asparagus-633921
Instant Pot Quinoa Grain Bowl,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",407.26,15.32,9.34,68.44,10.14,7.02,5.46,699.58,0.0,https://spoonacular.com/recipes/Instant-Pot-Quinoa-Grain-Bowl-982371
Roasted Cauliflower Detox Bowl with Tahini Sauce,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",524.47,16.42,28.51,59.96,16.53,7.76,5.32,392.98,0.0,https://spoonacular.com/recipes/Roasted-Cauliflower-Detox-Bowl-with-Tahini-Sauce-1095753
Smoky Black Bean Soup With Sweet Potato & Kale,dinner,"gluten free, dairy free, lacto ovo vegetarian",554.93,23.32,7.45,102.54,22.04,16.15,7.08,1216.19,4.7,https://spoonacular.com/recipes/Smoky-Black-Bean-Soup-With-Sweet-Potato-&-Kale-660405
Chorizo and Beef Quinoa Stuffed Pepper,dinner,gluten free,685.04,51.15,37.03,32.52,4.83,3.34,7.42,127.46,147.47,https://spoonacular.com/recipes/Chorizo-and-Beef-Quinoa-Stuffed-Pepper-715523
Coffee-braised Short Ribs,dinner,"gluten free, dairy free",877.28,73.71,41.52,59.47,14.22,35.45,19.8,1933.16,195.36,https://spoonacular.com/recipes/Coffee-braised-Short-Ribs-639891
Herb chicken with sweet potato mash and sautéed broccoli,dinner,gluten free,709.73,46.51,24.56,78.19,12.86,13.83,4.24,393.48,123.91,https://spoonacular.com/recipes/Herb-chicken-with-sweet-potato-mash-and-sautéed-broccoli-646651
Chicken and Mango Skewer,dinner,"gluten free, dairy free, whole 30",478.53,31.21,8.16,82.08,18.83,58.89,10.67,1227.43,73.09,https://spoonacular.com/recipes/Chicken-and-Mango-Skewer-716330
Turkish Chicken Salad with Home-made Cacik Yogurt Sauce,dinner,gluten free,642.89,67.08,29.78,27.1,7.02,16.12,5.22,1271.03,188.41,https://spoonacular.com/recipes/Turkish-Chicken-Salad-with-Home-made-Cacik-Yogurt-Sauce-664090
Shredded Roast Beef Stuffed Sweet Potatoes (Whole 30 & PALEO),dinner,"gluten free, dairy free, paleolithic, primal, whole 30",485.5,44.11,9.3,54.57,8.14,11.34,5.32,480.93,117.93,https://spoonacular.com/recipes/Shredded-Roast-Beef-Stuffed-Sweet-Potatoes-(Whole-30-&-PALEO)-1044252
Lentil Mango Salad,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",252.85,12.08,6.38,39.81,12.51,14.7,4.51,204.2,0.0,https://spoonacular.com/recipes/Lentil-Mango-Salad-649944
Gujarati Dry Mung Bean Curry,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",375.59,19.83,5.15,66.07,14.0,19.32,6.5,217.18,0.0,https://spoonacular.com/recipes/Gujarati-Dry-Mung-Bean-Curry-646043
Moosewood Lentil Soup,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",396.33,25.65,3.55,66.22,31.05,6.86,8.12,231.64,0.0,https://spoonacular.com/recipes/Moosewood-Lentil-Soup-652393
Crispy Panko and Herb Crusted Salmon,dinner,"dairy free, pescatarian",390.3,32.57,22.16,13.78,1.42,2.15,2.64,377.05,83.16,https://spoonacular.com/recipes/Crispy-Panko-and-Herb-Crusted-Salmon-640828
Cilantro Lime Halibut,dinner,"gluten free, dairy free, paleolithic, primal, pescatarian",422.05,43.58,21.96,6.39,0.61,1.61,0.94,397.65,112.03,https://spoonacular.com/recipes/Cilantro-Lime-Halibut-639411
Spinach and Gorgonzola Stuffed Flank Steak,dinner,unknown,523.46,47.0,28.44,18.35,2.36,2.13,5.36,803.94,123.32,https://spoonacular.com/recipes/Spinach-and-Gorgonzola-Stuffed-Flank-Steak-661259
Slow Cooker Chicken Taco Soup,dinner,"gluten free, dairy free",311.77,24.33,3.78,49.24,12.17,13.08,5.07,955.98,36.16,https://spoonacular.com/recipes/Slow-Cooker-Chicken-Taco-Soup-715391
Shrimp and Avocado Salad,dinner,"gluten free, dairy free, pescatarian",639.26,33.99,37.05,53.29,17.27,20.01,3.97,378.39,207.52,https://spoonacular.com/recipes/Shrimp-and-Avocado-Salad-659927
Salmon Quinoa Risotto,dinner,"gluten free, dairy free, pescatarian",404.86,21.98,18.17,39.45,5.99,6.44,3.36,1150.87,38.98,https://spoonacular.com/recipes/Salmon-Quinoa-Risotto-659109
Gluten Free Dairy Free Sugar Free Chinese Chicken Salad,dinner,"gluten free, dairy free",363.77,30.96,15.42,28.7,6.91,16.18,3.13,317.98,73.1,https://spoonacular.com/recipes/Gluten-Free-Dairy-Free-Sugar-Free-Chinese-Chicken-Salad-644826
Easy Instant Pot Beef Tips and Rice,dinner,"gluten free, dairy free",370.73,52.73,10.6,12.59,0.6,5.2,4.74,912.25,128.55,https://spoonacular.com/recipes/Easy-Instant-Pot-Beef-Tips-and-Rice-1000566
Venison Stew,dinner,dairy free,316.17,32.47,6.94,29.72,6.13,8.86,5.1,316.32,80.35,https://spoonacular.com/recipes/Venison-Stew-664786
"Salmon, Watercress, Fennel and Baby Beetroot Salad With Lemony ""Caviar"" Dressing",dinner,"gluten free, dairy free, paleolithic, primal, pescatarian",440.07,27.23,29.1,18.51,5.58,10.85,3.56,186.03,80.8,"https://spoonacular.com/recipes/Salmon,-Watercress,-Fennel-and-Baby-Beetroot-Salad-With-Lemony-""Caviar""-Dressing-659143"
Ground Turkey Stuffed Peppers,dinner,gluten free,462.93,33.78,17.39,45.63,6.65,16.79,5.21,692.31,158.72,https://spoonacular.com/recipes/Ground-Turkey-Stuffed-Peppers-645978
Brown Butter Twice Baked Sweet Potatoes,dinner,"gluten free, primal",676.68,19.25,44.06,55.71,13.64,11.72,3.07,637.3,74.71,https://spoonacular.com/recipes/Brown-Butter-Twice-Baked-Sweet-Potatoes-715544
Rice and Peas with Coconut Curry Mackerel,dinner,"gluten free, dairy free",625.33,30.98,33.9,50.98,3.61,1.21,7.08,130.32,53.41,https://spoonacular.com/recipes/Rice-and-Peas-with-Coconut-Curry-Mackerel-716364
4 Ingredient Chicken Pot Pie,dinner,dairy free,802.33,79.37,30.25,49.23,5.41,0.84,3.96,944.67,220.93,https://spoonacular.com/recipes/4-Ingredient-Chicken-Pot-Pie-631868
Penne Arrabiata,dinner,"dairy free, lacto ovo vegetarian, vegan",466.25,14.51,8.84,82.47,5.58,7.63,2.79,157.37,0.0,https://spoonacular.com/recipes/Penne-Arrabiata-655573
Delicious Creamy Lentils and Chestnuts Soup,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",451.99,20.33,14.98,60.09,23.75,3.51,6.22,205.05,0.0,https://spoonacular.com/recipes/Delicious-Creamy-Lentils-and-Chestnuts-Soup-641387
Chimichurri Skirt Steak with Grilled Asparagus,dinner,"gluten free, dairy free, paleolithic, primal, whole 30, ketogenic",409.46,26.63,29.97,11.65,4.84,3.15,6.88,267.49,68.93,https://spoonacular.com/recipes/Chimichurri-Skirt-Steak-with-Grilled-Asparagus-638626
Peppery Absorption-Cooked Red-Wine Capellini,dinner,dairy free,680.79,21.34,13.4,108.23,10.96,13.93,6.85,234.57,0.0,https://spoonacular.com/recipes/Peppery-Absorption-Cooked-Red-Wine-Capellini-655706
Easy Tabouleh,dinner,"dairy free, lacto ovo vegetarian, vegan",716.7,14.38,44.41,74.15,19.9,11.98,6.86,257.22,0.0,https://spoonacular.com/recipes/Easy-Tabouleh-642121
Winter Fattoush Salad,dinner,lacto ovo vegetarian,345.17,17.39,9.43,49.67,18.6,4.89,5.69,601.87,5.56,https://spoonacular.com/recipes/Winter-Fattoush-Salad-665378
Cauliflower Chickpea Stew,dinner,"gluten free, dairy free, lacto ovo vegetarian, vegan",455.29,13.63,7.76,86.28,12.26,9.48,4.85,667.7,0.0,https://spoonacular.com/recipes/Cauliflower-Chickpea-Stew-637297
